revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
STA-R11055,STA-O12840,07-10-2025,13.88,Paid,0
STA-R12063,STA-O5426,26-09-2023,38.05,Paid,0
STA-R16222,STA-O5756,21-11-2024,10.12,Refunded,0
STA-R16253,STA-O13936,04-03-2024,17.54,Paid,17.54
STA-R11232,STA-O10685,24-06-2025,7.43,Paid,7.43
STA-R9937,STA-O11605,07-12-2025,32.45,Paid,0
STA-R11550,STA-O8051,13-03-2025,27.15,Paid,0
STA-R10144,STA-O12527,13-01-2023,102.09,Paid,102.09
STA-R15462,STA-O5453,20-08-2025,5.59,Paid,5.59
STA-R18545,STA-O9032,16-11-2025,8.82,Paid,8.82
STA-R13165,STA-O6967,01-03-2025,31.8,Paid,31.8
STA-R12092,STA-O13155,13-09-2023,20.24,Paid,0
STA-R14852,STA-O12456,26-06-2023,23.84,Paid,23.84
STA-R11566,STA-O14876,09-01-2025,15.27,Paid,0
STA-R13231,STA-O10158,26-01-2025,6.81,Paid,0
STA-R16549,STA-O6755,15-06-2023,15.6,Paid,15.6
STA-R11591,STA-O10696,28-11-2024,16.53,Pending,0
STA-R15967,STA-O12636,27-08-2024,15.85,Paid,0
STA-R12380,STA-O10111,13-09-2025,10.07,Paid,10.07
STA-R10189,STA-O8149,03-05-2025,15.92,Paid,0
STA-R13439,STA-O14758,09-07-2024,18.88,Paid,0
STA-R12997,STA-O5307,21-02-2023,18.6,Paid,0
STA-R11456,STA-O8578,06-07-2024,118.38,Refunded,0
STA-R10446,STA-O9244,09-02-2023,22.85,Paid,0
STA-R15585,STA-O8640,26-03-2023,9.68,Paid,9.68
STA-R12065,STA-O9590,05-11-2023,6.98,Paid,0
STA-R16737,STA-O13053,29-07-2023,60.68,Paid,0
STA-R15567,STA-O6084,08-12-2025,53.4,Paid,0
STA-R13481,STA-O11096,07-03-2025,23.1,Paid,0
STA-R14796,STA-O9746,08-07-2025,27.36,Refunded,0
STA-R12157,STA-O8204,31-10-2025,19.2,Refunded,0
STA-R12684,STA-O5315,16-08-2024,4.31,Paid,4.31
STA-R17852,STA-O9128,12-11-2023,136.95,Paid,0
STA-R18402,STA-O6249,01-12-2025,22.64,Paid,0
STA-R17962,STA-O12638,30-04-2024,0,Paid,0
STA-R10123,STA-O5753,25-02-2025,10.18,Paid,4.37
STA-R16496,STA-O10303,10-04-2025,21.88,Paid,0
STA-R9540,STA-O11423,16-11-2024,28.5,Paid,0
STA-R11381,STA-O11070,08-09-2024,16.74,Paid,0
STA-R14936,STA-O14124,15-03-2023,85.6,Paid,0
STA-R13669,STA-O9436,12-08-2024,20.1,Paid,0
STA-R10354,STA-O12163,30-09-2025,8.86,Paid,0
STA-R11738,STA-O6893,30-01-2024,21.4,Paid,0
STA-R11794,STA-O7305,16-08-2025,10.38,Paid,0
STA-R16387,STA-O13407,23-01-2023,19.64,Paid,0
STA-R13311,STA-O11799,10-09-2025,3.24,Paid,0
STA-R10584,STA-O8883,17-05-2024,89.08,Paid,0
STA-R10899,STA-O14348,24-03-2024,5.72,Refunded,0
STA-R10533,STA-O12398,26-06-2023,18.6,Paid,0
STA-R15510,STA-O12141,09-03-2025,21.39,Paid,0
STA-R10215,STA-O10989,23-05-2024,88.62,Refunded,0
STA-R13071,STA-O8886,14-04-2024,23.28,Refunded,7.14
STA-R18225,STA-O13458,13-02-2024,22.5,Refunded,0
STA-R16381,STA-O13831,25-08-2024,25,Paid,0
STA-R17707,STA-O14832,26-10-2024,30.65,Paid,0
STA-R9930,STA-O14154,20-08-2025,5.28,Paid,0
STA-R12582,STA-O8447,14-10-2025,12.51,Paid,0
STA-R12916,STA-O5154,12-09-2025,13.36,Paid,5.08
STA-R18310,STA-O10118,23-03-2025,7.59,Refunded,0
STA-R12474,STA-O6221,02-09-2024,72.24,Paid,0
STA-R10663,STA-O10663,08-12-2025,0,Refunded,0
STA-R14114,STA-O9720,01-04-2023,23.04,Paid,0
STA-R16097,STA-O7857,07-03-2023,19.9,Refunded,0
STA-R15460,STA-O12262,13-10-2023,18.48,Paid,0
STA-R15446,STA-O13962,09-10-2025,186.25,Paid,0
STA-R14381,STA-O6666,04-08-2025,6.33,Pending,0
STA-R13020,STA-O5561,26-04-2023,11.24,Refunded,0
STA-R17451,STA-O12569,29-11-2024,0,Paid,0
STA-R15978,STA-O10280,07-02-2023,20.18,Paid,0
STA-R13013,STA-O8860,13-07-2024,33.48,Paid,33.48
STA-R9237,STA-O7002,29-11-2025,4.7,Paid,0
STA-R17128,STA-O5770,14-04-2024,46.66,Paid,0
STA-R17933,STA-O12599,18-12-2025,22.84,Paid,0
STA-R9099,STA-O8815,21-07-2025,26.4,Paid,26.4
STA-R11436,STA-O7005,27-06-2024,9.02,Paid,0
STA-R13612,STA-O9114,27-02-2024,3.39,Paid,0
STA-R16363,STA-O7954,30-01-2023,86.6,Paid,0
STA-R12656,STA-O14954,19-04-2024,4.71,Paid,0
STA-R14687,STA-O11217,02-01-2023,0,Paid,30.95
STA-R13788,STA-O9171,08-08-2024,29.5,Refunded,0
STA-R18235,STA-O5638,01-08-2023,9.12,Refunded,0
STA-R16385,STA-O13012,10-12-2024,36.9,Paid,36.9
STA-R12156,STA-O12472,23-08-2024,23.55,Refunded,0
STA-R16574,STA-O9489,06-04-2024,26.85,Paid,0
STA-R10967,STA-O11481,01-01-2025,13.32,Refunded,0
STA-R11314,STA-O9690,12-01-2025,6.86,Paid,0
STA-R10019,STA-O12765,25-04-2023,42.87,Paid,0
STA-R18466,STA-O13586,20-11-2023,20.75,Paid,0
STA-R18139,STA-O6471,18-09-2024,25.88,Paid,0
STA-R14354,STA-O10536,19-10-2025,10.72,Paid,10.72
STA-R18103,STA-O11281,25-12-2025,20.82,Refunded,0
STA-R13994,STA-O12785,17-05-2025,12.42,Paid,0
STA-R16252,STA-O12578,26-06-2024,7.57,Refunded,0
STA-R14066,STA-O8647,10-11-2024,12.64,Refunded,0
STA-R13865,STA-O7377,06-09-2023,41.02,Paid,0
STA-R16647,STA-O14934,31-10-2025,8.88,Pending,0
STA-R11754,STA-O13616,01-09-2024,6.96,Refunded,0
STA-R15137,STA-O12161,05-03-2024,36.44,Refunded,0
STA-R16898,STA-O10955,06-09-2024,56.79,Paid,56.79
STA-R17865,STA-O6964,08-07-2023,5.58,Paid,5.58
STA-R18572,STA-O6254,12-08-2024,4.08,Paid,4.08
STA-R10941,STA-O10325,24-08-2024,21.52,Pending,0
STA-R12662,STA-O6216,16-10-2023,4.29,Paid,0
STA-R16047,STA-O11110,20-10-2023,9,Paid,0
STA-R13455,STA-O13184,28-04-2023,29.36,Paid,0
STA-R17718,STA-O8523,08-05-2024,17.13,Paid,0
STA-R17059,STA-O7611,17-05-2023,5.42,Paid,0
STA-R12342,STA-O12925,29-08-2024,14.28,Paid,0
STA-R10489,STA-O6979,30-12-2023,0,Pending,0
STA-R11674,STA-O5757,28-10-2024,4.95,Paid,0
STA-R10881,STA-O8182,24-06-2025,6.85,Refunded,0
STA-R10636,STA-O10522,18-10-2024,24.51,Paid,0
STA-R15958,STA-O7583,13-12-2025,58.08,Paid,0
STA-R11548,STA-O6403,29-12-2024,14.64,Paid,0
STA-R10984,STA-O13143,12-08-2025,6.46,Paid,0
STA-R10080,STA-O10102,23-05-2025,27.55,Paid,27.55
STA-R17874,STA-O8909,12-08-2023,38.08,Refunded,0
STA-R16084,STA-O5774,17-10-2023,11.4,Paid,0
STA-R17356,STA-O14096,09-02-2024,91.85,Paid,91.85
STA-R9963,STA-O10844,27-11-2024,40.92,Paid,0
STA-R13863,STA-O6911,30-01-2024,6.2,Paid,0
STA-R18201,STA-O6228,20-09-2023,67.05,Paid,0
STA-R13703,STA-O8340,03-12-2024,13.18,Paid,13.18
STA-R16410,STA-O6377,03-08-2025,3.12,Paid,0
STA-R16915,STA-O9553,25-04-2025,44.92,Refunded,0
STA-R17853,STA-O6483,16-06-2024,11.98,Paid,0
STA-R9396,STA-O11860,30-10-2024,34.65,Paid,0
STA-R16365,STA-O7040,24-02-2024,23.15,Paid,0
STA-R18161,STA-O9159,09-12-2023,22.6,Paid,0
STA-R9466,STA-O8342,01-03-2025,16.5,Refunded,0
STA-R9840,STA-O11491,20-01-2025,33,Pending,0
STA-R13230,STA-O14789,05-09-2025,117.85,Paid,0
STA-R14588,STA-O8484,10-09-2023,26.86,Refunded,0
STA-R9984,STA-O12735,28-03-2023,5.74,Pending,0
STA-R9908,STA-O5016,24-11-2025,22.95,Paid,0
STA-R13351,STA-O11545,12-09-2023,20.44,Refunded,0
STA-R11991,STA-O7935,05-01-2023,8.67,Paid,8.67
STA-R16371,STA-O6849,14-08-2024,26.35,Paid,26.35
STA-R17474,STA-O14824,01-02-2023,23.6,Refunded,0
STA-R14941,STA-O9022,28-05-2024,31.65,Paid,0
STA-R15062,STA-O12987,17-11-2024,5.99,Paid,0
STA-R11007,STA-O14989,14-09-2025,78.52,Paid,0
STA-R11498,STA-O10112,10-06-2024,23.72,Pending,0
STA-R11353,STA-O13419,09-10-2024,16.28,Refunded,0
STA-R14537,STA-O5965,25-07-2023,21.44,Paid,5.56
STA-R10417,STA-O13916,27-06-2023,0,Refunded,0
STA-R10543,STA-O13198,08-02-2025,30.46,Paid,0
STA-R10909,STA-O13818,09-06-2024,3.12,Paid,3.12
STA-R15642,STA-O5519,23-12-2023,76.08,Paid,0
STA-R11134,STA-O9929,14-10-2025,13.04,Paid,0
STA-R18189,STA-O9848,12-03-2024,10.28,Refunded,0
STA-R16988,STA-O5370,30-06-2023,66.84,Refunded,0
STA-R14401,STA-O9759,29-03-2024,33.1,Refunded,0
STA-R10616,STA-O14043,17-10-2025,6.93,Paid,0
STA-R13531,STA-O13871,25-09-2024,113.6,Paid,0
STA-R9493,STA-O14253,27-08-2025,5.37,Paid,2.56
STA-R15484,STA-O7324,28-04-2025,25.9,Paid,0
STA-R12373,STA-O13948,19-06-2025,70.2,Pending,0
STA-R13585,STA-O11631,20-02-2024,4.4,Refunded,0
STA-R15819,STA-O10041,20-06-2025,12.7,Paid,0
STA-R14877,STA-O14982,27-07-2024,9.64,Paid,9.64
STA-R17098,STA-O8175,07-02-2025,6.14,Paid,0
STA-R17303,STA-O9302,02-09-2025,18.6,Refunded,0
STA-R13070,STA-O10513,18-11-2025,15.9,Paid,0
STA-R9931,STA-O13664,26-12-2025,29.32,Refunded,0
STA-R18456,STA-O10122,14-09-2025,30.7,Pending,0
STA-R10358,STA-O7250,01-01-2024,0,Paid,0
STA-R17915,STA-O9076,31-01-2024,3.28,Paid,0
STA-R9704,STA-O8622,10-06-2025,5.62,Paid,0
STA-R12162,STA-O6339,20-06-2024,16.24,Paid,0
STA-R15172,STA-O13513,29-05-2023,38.55,Refunded,0
STA-R18166,STA-O10106,15-08-2025,42.42,Paid,42.42
STA-R14491,STA-O8609,16-01-2024,16.71,Paid,0
STA-R13412,STA-O11501,11-08-2023,3.82,Paid,0
STA-R9709,STA-O7517,03-04-2025,4.96,Paid,0
STA-R14595,STA-O6601,08-02-2025,3.36,Paid,0
STA-R16625,STA-O6479,06-07-2023,37.35,Paid,0
STA-R12235,STA-O9796,14-04-2024,17.28,Paid,2.38
STA-R17558,STA-O12628,22-10-2025,59.9,Paid,59.9
STA-R17159,STA-O6373,03-07-2025,46.74,Pending,0
STA-R17883,STA-O9658,26-03-2023,0,Paid,0
STA-R14948,STA-O8585,15-12-2025,21.51,Paid,0
STA-R16377,STA-O11635,14-04-2023,8.21,Refunded,0
STA-R11373,STA-O6077,29-12-2025,20.04,Paid,0
STA-R15615,STA-O12386,27-03-2024,27.45,Paid,0
STA-R15646,STA-O9905,17-02-2024,8.99,Paid,8.99
STA-R12489,STA-O10342,14-12-2025,5.23,Refunded,0
STA-R14088,STA-O11721,29-09-2023,15.06,Paid,15.06
STA-R12117,STA-O12752,27-02-2023,5.19,Paid,0
STA-R17551,STA-O9597,07-12-2025,3.36,Paid,3.36
STA-R15855,STA-O13363,12-03-2025,23.58,Paid,0
STA-R10187,STA-O14742,17-05-2025,24.75,Paid,24.75
STA-R18521,STA-O9881,27-01-2024,53.54,Paid,0
STA-R16188,STA-O5109,19-12-2024,5.55,Refunded,0
STA-R13177,STA-O12607,20-02-2024,17.2,Refunded,0
STA-R15507,STA-O14529,22-12-2025,43.7,Paid,0
STA-R11189,STA-O7238,14-03-2024,9.64,Paid,0
STA-R17109,STA-O8040,28-10-2024,16.06,Paid,0
STA-R13935,STA-O5730,18-05-2023,29.4,Paid,0
STA-R15042,STA-O11329,20-12-2023,21.45,Paid,0
STA-R12004,STA-O9650,24-09-2024,6.01,Refunded,0
STA-R11161,STA-O8621,13-04-2025,5.34,Paid,0
STA-R17945,STA-O10086,19-04-2023,20.01,Paid,20.01
STA-R13592,STA-O5349,06-07-2025,6.63,Paid,0
STA-R10562,STA-O14803,26-10-2023,32.42,Refunded,13.54
STA-R16463,STA-O5112,22-02-2023,6.17,Paid,0
STA-R9866,STA-O9551,16-08-2023,21.4,Refunded,0
STA-R11074,STA-O12207,26-02-2025,37.2,Paid,37.2
STA-R10081,STA-O6604,05-08-2023,22.68,Paid,0
STA-R17470,STA-O13761,15-06-2025,4.98,Paid,0
STA-R13358,STA-O5749,14-12-2024,20.04,Paid,0
STA-R15200,STA-O7819,01-01-2023,11.58,Paid,0
STA-R15400,STA-O5678,16-08-2025,19.36,Paid,19.36
STA-R17807,STA-O14649,17-08-2024,7.77,Paid,0
STA-R15515,STA-O8065,09-12-2023,24.92,Paid,0
STA-R11068,STA-O8506,26-03-2024,22.16,Refunded,0
STA-R9415,STA-O10028,19-04-2025,0,Refunded,0
STA-R13346,STA-O6922,06-10-2024,5.4,Paid,0
STA-R13473,STA-O11415,23-11-2024,55.82,Refunded,0
STA-R15394,STA-O6102,19-04-2023,83.95,Paid,0
STA-R14789,STA-O8455,09-12-2024,149,Paid,0
STA-R13797,STA-O6020,29-11-2025,20.1,Paid,0
STA-R13776,STA-O14421,05-01-2025,22.25,Paid,0
STA-R11830,STA-O13887,06-06-2025,0,Refunded,0
STA-R10936,STA-O12972,01-11-2023,17.92,Paid,0
STA-R15988,STA-O5818,13-07-2024,12.28,Paid,0
STA-R17054,STA-O9501,07-07-2025,8.19,Paid,0
STA-R11043,STA-O5117,29-10-2023,27.4,Refunded,0
STA-R11844,STA-O7007,12-09-2024,11.88,Paid,0
STA-R11581,STA-O13553,11-10-2025,6.3,Refunded,0
STA-R18645,STA-O7880,21-07-2025,23,Paid,0
STA-R18021,STA-O7764,23-04-2024,15.54,Paid,0
STA-R15241,STA-O11480,16-04-2024,88,Paid,88
STA-R13556,STA-O9006,21-04-2023,73.41,Paid,0
STA-R15556,STA-O12683,11-03-2025,8.88,Paid,0
STA-R12898,STA-O13473,04-12-2024,62.04,Paid,0
STA-R15985,STA-O10427,28-07-2025,13.89,Paid,0
STA-R12323,STA-O7869,08-02-2024,3.54,Paid,0
STA-R11652,STA-O8324,15-01-2023,14.4,Paid,0
STA-R14991,STA-O13642,30-05-2025,16.45,Paid,0
STA-R10047,STA-O11769,01-10-2023,68.64,Paid,68.64
STA-R9145,STA-O14095,17-03-2025,36.3,Paid,36.3
STA-R17187,STA-O9529,23-02-2023,27.56,Refunded,0
STA-R12629,STA-O8070,31-10-2023,6.01,Paid,0
STA-R14946,STA-O5355,09-01-2025,19.32,Paid,0
STA-R18250,STA-O10711,03-11-2025,5.51,Paid,0
STA-R12452,STA-O10093,22-02-2025,4.1,Paid,4.1
STA-R16659,STA-O5953,20-12-2025,9.68,Paid,0
STA-R11186,STA-O10069,10-05-2025,8.22,Paid,0
STA-R11705,STA-O13575,28-04-2024,158.8,Paid,0
STA-R18624,STA-O7541,11-07-2025,0,Refunded,0
STA-R13600,STA-O14438,19-11-2025,22.72,Paid,0
STA-R17010,STA-O11988,03-08-2023,5.64,Paid,0
STA-R14033,STA-O12039,27-08-2024,34.65,Paid,0
STA-R16556,STA-O12966,25-10-2023,13.22,Paid,13.22
STA-R11932,STA-O7498,18-10-2023,17.92,Paid,0
STA-R13413,STA-O7980,09-01-2024,46.94,Paid,20.96
STA-R13753,STA-O7608,03-02-2023,11.12,Paid,0
STA-R12720,STA-O11257,18-02-2025,170.6,Paid,0
STA-R9123,STA-O13374,05-12-2025,16.14,Refunded,0
STA-R9753,STA-O8993,27-09-2024,32.96,Refunded,0
STA-R18482,STA-O6445,09-08-2025,142.6,Paid,0
STA-R17198,STA-O9661,03-04-2025,16.15,Paid,16.15
STA-R11301,STA-O10486,11-07-2025,13.26,Paid,0
STA-R17977,STA-O13307,09-03-2025,15.63,Paid,0
STA-R15250,STA-O10713,16-10-2024,0,Paid,6.43
STA-R16952,STA-O9123,28-03-2024,5.18,Refunded,0
STA-R17756,STA-O13417,17-04-2023,15.81,Paid,0
STA-R14213,STA-O12983,28-11-2025,9.08,Paid,0
STA-R17857,STA-O5352,24-05-2024,125.16,Paid,0
STA-R12320,STA-O14759,01-07-2024,7.31,Paid,0
STA-R13107,STA-O9904,06-08-2023,42.06,Pending,0
STA-R16646,STA-O5378,10-01-2024,15.45,Paid,0
STA-R15506,STA-O7934,02-05-2025,27.56,Paid,0
STA-R11493,STA-O14157,21-01-2023,17.91,Paid,17.91
STA-R9334,STA-O8178,03-06-2024,0,Paid,17.44
STA-R14402,STA-O12687,23-08-2024,36.8,Paid,0
STA-R13251,STA-O6012,05-07-2023,95.56,Paid,0
STA-R16137,STA-O9205,22-03-2023,38.04,Paid,38.04
STA-R11101,STA-O11819,01-03-2025,32.32,Paid,32.32
STA-R12812,STA-O11284,18-02-2025,5.46,Paid,0
STA-R16500,STA-O5058,29-05-2025,5.21,Paid,0
STA-R15541,STA-O14896,01-07-2024,10.9,Paid,0
STA-R9042,STA-O14996,05-04-2023,8.35,Paid,0
STA-R18575,STA-O8454,28-01-2025,15.96,Paid,15.96
STA-R14383,STA-O6827,02-08-2024,5.53,Paid,0
STA-R16956,STA-O5268,12-12-2024,4.68,Paid,0
STA-R13464,STA-O14900,10-01-2024,47.4,Paid,0
STA-R13405,STA-O12531,06-10-2025,10.64,Paid,0
STA-R12276,STA-O5616,06-01-2025,8.5,Paid,0
STA-R10651,STA-O5203,27-11-2024,16.36,Paid,0
STA-R14069,STA-O11176,30-06-2025,67.98,Paid,0
STA-R13246,STA-O7451,03-01-2025,0,Refunded,0
STA-R17845,STA-O10336,17-12-2023,15.3,Paid,0
STA-R9648,STA-O7099,02-01-2025,20.5,Paid,0
STA-R16577,STA-O10568,13-08-2023,2.32,Paid,0
STA-R14971,STA-O12058,28-07-2023,36.7,Paid,0
STA-R15290,STA-O5273,04-10-2024,22.86,Paid,0
STA-R15755,STA-O8048,06-07-2023,36.22,Paid,0
STA-R10827,STA-O14528,09-10-2023,4.25,Pending,0
STA-R11421,STA-O13760,26-08-2024,42.03,Paid,0
STA-R13833,STA-O14973,30-08-2023,3.14,Pending,0
STA-R15307,STA-O7999,01-02-2024,7.61,Paid,0
STA-R16534,STA-O13787,30-05-2023,19.32,Paid,0
STA-R10474,STA-O12346,17-02-2025,4.9,Paid,0
STA-R12665,STA-O12617,22-07-2023,6,Paid,0
STA-R14208,STA-O6801,13-01-2023,68.2,Paid,0
STA-R13179,STA-O13537,23-02-2025,32.65,Paid,0
STA-R15955,STA-O12197,04-03-2024,16.52,Paid,0
STA-R10691,STA-O6810,06-03-2025,5.68,Paid,0
STA-R16251,STA-O5295,12-11-2025,17.73,Paid,17.73
STA-R11679,STA-O12031,12-08-2024,33.65,Paid,0
STA-R12728,STA-O6454,15-05-2023,20.28,Refunded,0
STA-R14278,STA-O13314,09-10-2023,9.42,Refunded,0
STA-R12602,STA-O9834,20-08-2024,23.7,Paid,0
STA-R13106,STA-O13398,06-10-2024,25.2,Refunded,0
STA-R12199,STA-O9101,26-01-2023,13.95,Paid,0
STA-R17317,STA-O12218,28-05-2025,20.82,Paid,20.82
STA-R17918,STA-O9943,20-03-2023,22.6,Refunded,0
STA-R12170,STA-O13288,13-12-2023,82.1,Paid,82.1
STA-R16921,STA-O13149,05-04-2024,0,Paid,0
STA-R17354,STA-O13048,24-05-2023,23.22,Paid,0
STA-R18325,STA-O10110,30-01-2024,42.78,Paid,0
STA-R12583,STA-O5885,06-02-2024,16.65,Paid,0
STA-R18526,STA-O13959,17-05-2023,26.55,Paid,0
STA-R17219,STA-O9150,06-06-2025,16.38,Paid,16.38
STA-R13085,STA-O12347,30-01-2025,54.3,Refunded,0
STA-R9055,STA-O7796,08-01-2024,21.56,Paid,21.56
STA-R12712,STA-O8283,16-01-2023,16.04,Refunded,0
STA-R14989,STA-O8952,22-07-2024,15.05,Paid,0
STA-R9371,STA-O12488,17-09-2023,26.72,Paid,0
STA-R9347,STA-O6259,14-11-2023,17.56,Paid,0
STA-R11969,STA-O5840,30-06-2025,11.02,Paid,11.02
STA-R10849,STA-O6507,03-03-2023,20.4,Refunded,0
STA-R16429,STA-O12812,30-04-2023,13.3,Paid,0
STA-R12288,STA-O7919,08-04-2025,82.08,Paid,0
STA-R13792,STA-O7430,12-12-2024,0,Refunded,0
STA-R10259,STA-O8827,08-07-2025,6.31,Paid,0
STA-R12989,STA-O14929,10-11-2025,20.73,Refunded,0
STA-R17851,STA-O14971,13-04-2023,24.36,Paid,10.34
STA-R14155,STA-O5869,10-11-2023,13.62,Refunded,0
STA-R17520,STA-O14437,11-04-2023,15.6,Paid,0
STA-R15142,STA-O14718,13-11-2024,11.28,Paid,0
STA-R18312,STA-O13921,19-09-2023,25.14,Paid,0
STA-R18357,STA-O13777,28-10-2025,31.7,Paid,31.7
STA-R16857,STA-O5487,23-09-2023,121.96,Paid,121.96
STA-R12668,STA-O7019,03-11-2025,42.44,Refunded,0
STA-R15815,STA-O13816,03-11-2024,10.58,Pending,0
STA-R17448,STA-O5787,28-05-2025,4.56,Paid,0
STA-R13586,STA-O14932,11-05-2025,38.55,Paid,0
STA-R15614,STA-O8351,23-04-2023,31.32,Paid,0
STA-R16766,STA-O14681,03-06-2024,3.39,Paid,0
STA-R12202,STA-O12358,28-07-2023,25.08,Paid,0
STA-R9962,STA-O14977,16-11-2023,20.4,Paid,0
STA-R15124,STA-O10971,21-01-2025,32.68,Paid,0
STA-R11535,STA-O14616,25-09-2023,28.3,Paid,0
STA-R14798,STA-O11242,15-07-2024,5.78,Refunded,0
STA-R14783,STA-O6839,02-05-2023,15.42,Paid,0
STA-R11209,STA-O13119,26-10-2025,21.52,Paid,0
STA-R17600,STA-O11935,03-06-2023,73.32,Paid,0
STA-R9383,STA-O14422,30-03-2024,25.4,Paid,0
STA-R17018,STA-O13261,09-03-2024,25.25,Paid,0
STA-R13321,STA-O11047,07-10-2023,4.55,Paid,0
STA-R12976,STA-O8793,14-02-2023,22.05,Paid,0
STA-R17968,STA-O10205,27-03-2025,5.62,Paid,0
STA-R10938,STA-O6184,05-07-2023,30.3,Pending,0
STA-R10989,STA-O12100,22-09-2024,36.7,Pending,0
STA-R9508,STA-O11880,04-09-2025,16.87,Refunded,0
STA-R12438,STA-O11441,13-05-2025,78.54,Paid,78.54
STA-R17493,STA-O10196,30-03-2025,26.6,Paid,0
STA-R16091,STA-O13986,30-07-2024,6.24,Paid,0
STA-R9502,STA-O9297,21-08-2024,4.86,Paid,0
STA-R10300,STA-O8765,12-01-2024,11.76,Pending,0
STA-R16839,STA-O7908,21-05-2024,21.24,Paid,0
STA-R11234,STA-O6633,11-07-2023,0,Paid,0
STA-R10637,STA-O12876,15-05-2024,8.06,Paid,8.06
STA-R17016,STA-O7034,04-12-2023,14.74,Paid,0
STA-R9535,STA-O7233,07-05-2023,161.6,Paid,161.6
STA-R15907,STA-O11866,07-07-2024,20.2,Paid,0
STA-R10773,STA-O12532,27-07-2025,0,Paid,41.37
STA-R11732,STA-O13627,25-09-2025,5.3,Paid,0
STA-R11801,STA-O13657,18-01-2024,10.3,Paid,0
STA-R14202,STA-O11891,10-01-2024,19.16,Paid,0
STA-R10999,STA-O8450,09-08-2025,0,Paid,0
STA-R10963,STA-O13621,15-02-2024,34.4,Pending,0
STA-R9879,STA-O12616,13-04-2023,34.85,Paid,0
STA-R16790,STA-O9995,23-08-2024,23.05,Paid,0
STA-R9802,STA-O10448,13-09-2024,57.04,Paid,0
STA-R18651,STA-O9999,29-07-2023,45.01,Paid,0
STA-R18569,STA-O9857,13-12-2025,4.86,Paid,1.63
STA-R15387,STA-O13122,13-06-2025,24.2,Paid,0
STA-R18013,STA-O5346,11-12-2024,12.45,Paid,0
STA-R13653,STA-O10749,01-10-2023,4.16,Refunded,0
STA-R17453,STA-O14763,21-02-2025,16.94,Refunded,0
STA-R13081,STA-O13177,04-06-2025,29,Paid,0
STA-R17077,STA-O7472,26-08-2024,15.1,Paid,0
STA-R15272,STA-O5649,05-11-2024,17.73,Paid,0
STA-R14230,STA-O7341,18-07-2025,8.6,Paid,0
STA-R17837,STA-O12236,17-08-2024,21.92,Refunded,0
STA-R14049,STA-O11788,06-04-2025,10,Refunded,0
STA-R12577,STA-O11852,26-08-2023,17.24,Paid,0
STA-R13831,STA-O10065,19-10-2025,68.5,Paid,0
STA-R11178,STA-O12407,10-08-2025,0,Paid,0
STA-R16360,STA-O11012,29-12-2024,6.38,Refunded,0
STA-R11258,STA-O6146,10-09-2023,175.3,Paid,0
STA-R12964,STA-O13964,24-12-2024,23.76,Paid,0
STA-R18131,STA-O5228,25-04-2023,28.96,Paid,28.96
STA-R11873,STA-O6224,03-08-2023,26,Refunded,0
STA-R16920,STA-O12947,15-06-2024,5.3,Refunded,0
STA-R17385,STA-O6213,02-09-2023,62.2,Paid,0
STA-R15738,STA-O10137,10-10-2024,30.1,Paid,0
STA-R10954,STA-O8610,08-05-2025,22.25,Paid,0
STA-R13074,STA-O11377,15-02-2024,12.02,Paid,0
STA-R10203,STA-O10753,17-06-2025,13.36,Paid,0
STA-R14648,STA-O6836,22-05-2024,13.74,Refunded,0
STA-R12935,STA-O11493,02-05-2025,32.55,Paid,0
STA-R13153,STA-O9532,15-02-2024,27.35,Refunded,0
STA-R16018,STA-O5418,30-12-2024,10.72,Paid,0
STA-R9892,STA-O6765,15-11-2023,7.76,Refunded,0
STA-R15852,STA-O12471,21-09-2024,4.33,Pending,0
STA-R13157,STA-O5751,29-01-2024,30.44,Paid,0
STA-R14821,STA-O8168,14-04-2023,27.76,Refunded,0
STA-R12121,STA-O12308,03-04-2025,31.28,Pending,0
STA-R18116,STA-O14651,01-07-2024,4.02,Refunded,0
STA-R13161,STA-O5536,20-03-2023,14.72,Paid,0
STA-R9296,STA-O12144,17-10-2024,18.81,Paid,0
STA-R11492,STA-O9155,12-05-2025,22.35,Paid,0
STA-R15169,STA-O13218,16-08-2023,13.48,Refunded,0
STA-R9182,STA-O13564,24-12-2023,26.8,Paid,0
STA-R17438,STA-O14073,12-04-2025,29.35,Paid,0
STA-R17263,STA-O14701,10-05-2024,89.19,Paid,0
STA-R17496,STA-O10238,02-07-2024,101.64,Paid,0
STA-R15796,STA-O7595,20-06-2023,14.43,Paid,0
STA-R17872,STA-O5905,27-12-2023,16.48,Paid,16.48
STA-R11530,STA-O11851,18-04-2023,70.15,Paid,0
STA-R17124,STA-O11538,21-05-2023,14.76,Paid,1.81
STA-R17294,STA-O14059,14-08-2025,13.44,Paid,0
STA-R15082,STA-O13001,24-09-2023,0,Paid,0
STA-R11368,STA-O11922,13-03-2025,48.27,Paid,0
STA-R18587,STA-O7951,12-07-2023,27.15,Paid,0
STA-R14306,STA-O10643,11-03-2024,55.72,Paid,0
STA-R11939,STA-O5748,18-12-2024,32.8,Paid,0
STA-R11324,STA-O5554,13-03-2025,26.73,Paid,0
STA-R16129,STA-O5893,25-06-2024,55.12,Paid,0
STA-R17260,STA-O7339,25-11-2023,3.78,Paid,0
