order_id,customer_id,order_date,product_category,quantity,unit_price_usd,order_status,payment_method
STA-O9547,STA-C3435,28-09-2025,Merchandise,2,22.98,Returned,Credit Card
STA-O14256,STA-C7274,19-12-2025,Merchandise,2,30.45,Pending,Mobile App
STA-O11311,STA-C1260,03-10-2023,Frappuccino,1,7.12,Delivered,Starbucks Card
STA-O14900,STA-C2505,01-10-2024,Coffee Beans (Retail),3,15.8,Delivered,Starbucks Card
STA-O14114,STA-C2882,20-11-2025,Frappuccino,2,5.53,Shipped,Credit Card
STA-O11936,STA-C1217,22-11-2025,Bakery,2,2.5,Shipped,Cash
STA-O8274,STA-C5363,26-05-2023,Merchandise,1,14.01,Pending,Cash
STA-O12663,STA-C7976,21-06-2023,Sandwiches,3,8.84,Delivered,Cash
STA-O9002,STA-C5156,11-05-2024,Bakery,1,5.07,Shipped,Starbucks Card
STA-O6819,STA-C9888,07-09-2025,Merchandise,3,19.8,Returned,Starbucks Card
STA-O14383,STA-C4424,12-07-2024,Bakery,4,5.15,Returned,Starbucks Card
STA-O13308,STA-C1675,15-10-2025,Tea,2,3.86,Cancelled,Starbucks Card
STA-O11415,STA-C1458,23-11-2024,Merchandise,2,27.91,Cancelled,Credit Card
STA-O11439,STA-C1793,06-11-2023,Merchandise,2,18.85,Delivered,Starbucks Card
STA-O6542,STA-C9618,24-04-2025,Cold Coffee,1,5.18,Pending,Cash
STA-O11303,STA-C1386,30-11-2025,Hot Coffee,4,3.2,Delivered,Starbucks Card
STA-O9014,STA-C2228,22-02-2023,Cold Coffee,2,6.72,Delivered,Starbucks Card
STA-O13551,STA-C1207,20-10-2024,Hot Coffee,5,5.11,Pending,Starbucks Card
STA-O5801,STA-C10966,11-06-2025,Tea,3,5.3,Delivered,Cash
STA-O7593,STA-C10739,12-07-2023,Sandwiches,2,6.93,Delivered,Cash
STA-O11096,STA-C3868,03-07-2025,Cold Coffee,3,7.7,Delivered,Cash
STA-O6622,STA-C8048,13-07-2024,Hot Coffee,3,5.87,Shipped,Credit Card
STA-O11163,STA-C5328,31-08-2023,Sandwiches,1,5.09,Unknown,Mobile App
STA-O14923,STA-C8415,22-05-2023,Frappuccino,3,5.2,Delivered,Credit Card
STA-O11172,STA-C3984,31-01-2024,Frappuccino,5,6.28,Pending,Credit Card
STA-O5918,STA-C9928,02-08-2024,Sandwiches,3,5.06,Shipped,Starbucks Card
STA-O10679,STA-C1007,18-03-2024,Hot Coffee,4,6.89,Shipped,Cash
STA-O13970,STA-C8736,01-12-2024,Sandwiches,3,8.69,Delivered,Cash
STA-O11655,STA-C2778,07-10-2023,Merchandise,1,9.11,Pending,Starbucks Card
STA-O14566,STA-C5814,24-05-2025,Bakery,2,4.38,Cancelled,Credit Card
STA-O9413,STA-C4825,06-11-2025,Frappuccino,1,6.38,Unknown,Credit Card
STA-O9029,STA-C10315,02-07-2025,Cold Coffee,4,7.91,Delivered,Cash
STA-O12893,STA-C3803,22-05-2025,Merchandise,5,19.81,Shipped,Starbucks Card
STA-O9524,STA-C10728,31-01-2023,Sandwiches,4,7.71,Returned,Starbucks Card
STA-O6696,STA-C7372,14-11-2024,Tea,1,4.61,Delivered,Credit Card
STA-O10659,STA-C1486,21-10-2023,Frappuccino,2,6.7,Pending,Starbucks Card
STA-O8060,STA-C7025,07-09-2024,Bakery,2,5.02,Unknown,Starbucks Card
STA-O10333,STA-C1671,12-04-2023,Sandwiches,2,7.17,Shipped,Cash
STA-O7436,STA-C6310,26-04-2024,Hot Coffee,3,3.12,Cancelled,Credit Card
STA-O11753,STA-C4428,04-07-2025,Coffee Beans (Retail),3,19.68,Pending,Credit Card
STA-O12153,STA-C10493,14-12-2023,Tea,3,3.82,Cancelled,Credit Card
STA-O14994,STA-C10290,14-09-2023,Frappuccino,2,8.26,Unknown,Mobile App
STA-O7131,STA-C4157,31-07-2025,Merchandise,5,21.83,Delivered,Starbucks Card
STA-O14577,STA-C6808,08-03-2023,Coffee Beans (Retail),3,21.16,Shipped,Credit Card
STA-O10081,STA-C5844,13-10-2025,Bakery,5,3.48,Pending,Credit Card
STA-O8056,STA-C9788,13-01-2024,Sandwiches,2,5.65,Cancelled,Mobile App
STA-O10419,STA-C4976,25-11-2024,Bakery,1,3.07,Shipped,Credit Card
STA-O11666,STA-C6911,09-12-2023,Hot Coffee,2,3.72,Cancelled,Credit Card
STA-O6837,STA-C5379,28-10-2025,Sandwiches,2,7.31,Pending,Mobile App
STA-O14636,STA-C5188,12-11-2025,Coffee Beans (Retail),1,22.21,Delivered,Cash
STA-O12745,STA-C8190,12-07-2024,Bakery,2,5.1,Delivered,Mobile App
STA-O14330,STA-C5096,05-06-2023,Bakery,2,5.84,Cancelled,Credit Card
STA-O7310,STA-C1412,19-10-2023,Coffee Beans (Retail),5,24.96,Delivered,Mobile App
STA-O11192,STA-C5824,26-10-2023,Sandwiches,1,7.32,Delivered,Mobile App
STA-O13141,STA-C1322,11-03-2025,Sandwiches,4,6.28,Delivered,Mobile App
STA-O7416,STA-C7996,01-04-2023,Bakery,2,2.41,Pending,Credit Card
STA-O14899,STA-C5645,08-01-2024,Frappuccino,1,6.44,Delivered,Starbucks Card
STA-O13971,STA-C1560,09-03-2024,Cold Coffee,4,5.07,Delivered,Starbucks Card
STA-O9227,STA-C4979,06-03-2024,Tea,1,4.07,Returned,Starbucks Card
STA-O5530,STA-C9504,10-01-2025,Merchandise,1,33.78,Pending,Starbucks Card
STA-O7689,STA-C3557,13-01-2025,Frappuccino,5,6.34,Unknown,Starbucks Card
STA-O14482,STA-C7556,20-04-2023,Hot Coffee,1,6.47,Shipped,Starbucks Card
STA-O10479,STA-C7920,08-12-2025,Merchandise,4,33.82,Returned,Starbucks Card
STA-O6990,STA-C7767,29-11-2023,Hot Coffee,4,6.44,Delivered,Cash
STA-O10669,STA-C9598,18-03-2025,Coffee Beans (Retail),4,18.56,Shipped,Credit Card
STA-O6993,STA-C1190,15-11-2023,Merchandise,2,16.3,Delivered,Starbucks Card
STA-O9875,STA-C3904,15-06-2025,Merchandise,5,13.14,Delivered,Starbucks Card
STA-O12954,STA-C4149,27-07-2025,Frappuccino,4,6.68,Pending,Starbucks Card
STA-O12008,STA-C3443,13-10-2024,Bakery,2,2.25,Pending,Cash
STA-O12026,STA-C3565,04-07-2023,Coffee Beans (Retail),4,11.15,Delivered,Credit Card
STA-O14487,STA-C7412,18-06-2025,Bakery,4,4.54,Delivered,Mobile App
STA-O11686,STA-C3621,11-05-2025,Tea,1,3.78,Shipped,Cash
STA-O6858,STA-C10515,19-04-2024,Tea,1,3.4,Delivered,Starbucks Card
STA-O13871,STA-C9172,25-09-2024,Coffee Beans (Retail),5,22.72,Shipped,Mobile App
STA-O11044,STA-C2003,03-04-2025,Cold Coffee,4,6.39,Delivered,Cash
STA-O9446,STA-C7389,03-07-2024,Merchandise,5,36.01,Cancelled,Cash
STA-O8897,STA-C8390,01-07-2025,Frappuccino,1,5.93,Cancelled,Mobile App
STA-O13591,STA-C9887,01-03-2025,Cold Coffee,4,7.31,Delivered,Credit Card
STA-O11380,STA-C7001,06-08-2025,Coffee Beans (Retail),5,12.45,Shipped,Credit Card
STA-O13883,STA-C4291,11-11-2024,Hot Coffee,4,3.79,Delivered,Starbucks Card
STA-O10239,STA-C8035,26-09-2024,Tea,3,5.44,Shipped,Cash
STA-O10338,STA-C1515,04-11-2025,Coffee Beans (Retail),4,19.3,Delivered,Mobile App
STA-O13939,STA-C9747,26-04-2024,Bakery,2,3.69,Returned,Credit Card
STA-O5139,STA-C6609,04-10-2025,Coffee Beans (Retail),2,20.76,Delivered,Credit Card
STA-O5395,STA-C7318,28-02-2023,Coffee Beans (Retail),3,19.81,Delivered,Cash
STA-O6677,STA-C1863,29-12-2023,Sandwiches,5,5.94,Shipped,Cash
STA-O9392,STA-C5635,17-06-2024,Bakery,2,5.48,Shipped,Mobile App
STA-O8845,STA-C9317,26-10-2024,Merchandise,2,15.83,Delivered,Cash
STA-O6572,STA-C1791,05-10-2024,Merchandise,4,31.09,Shipped,Starbucks Card
STA-O8419,STA-C9899,02-03-2025,Tea,4,5.28,Cancelled,Starbucks Card
STA-O12258,STA-C1941,28-11-2025,Merchandise,1,38.62,Delivered,Cash
STA-O7784,STA-C1348,06-12-2024,Sandwiches,3,7.22,Delivered,Cash
STA-O6930,STA-C6406,30-04-2025,Frappuccino,1,7.45,Delivered,Cash
STA-O11003,STA-C1160,10-08-2024,Hot Coffee,3,3.61,Shipped,Credit Card
STA-O7372,STA-C2060,23-02-2023,Merchandise,1,31.39,Delivered,Starbucks Card
STA-O11203,STA-C6475,05-10-2024,Cold Coffee,4,6.03,Cancelled,Mobile App
STA-O13051,STA-C8130,25-12-2024,Hot Coffee,2,6.43,Returned,Mobile App
STA-O8757,STA-C3207,18-11-2023,Coffee Beans (Retail),1,18.09,Returned,Starbucks Card
STA-O5283,STA-C9195,11-05-2024,Sandwiches,3,6.51,Delivered,Cash
STA-O9006,STA-C2597,21-04-2023,Merchandise,3,24.47,Unknown,Credit Card
STA-O11037,STA-C3349,30-11-2025,Coffee Beans (Retail),1,20.42,Delivered,Mobile App
STA-O8134,STA-C7806,22-03-2023,Hot Coffee,1,5.59,Returned,Starbucks Card
STA-O13379,STA-C5019,09-11-2023,Sandwiches,4,8.64,Cancelled,Credit Card
STA-O11588,STA-C9433,18-04-2023,Merchandise,4,21.03,Delivered,Mobile App
STA-O12422,STA-C3277,04-12-2025,Frappuccino,5,7.28,Returned,Starbucks Card
STA-O12348,STA-C10548,10-09-2025,Merchandise,5,14.79,Delivered,Mobile App
STA-O9998,STA-C5593,19-02-2024,Merchandise,1,38.77,Cancelled,Cash
STA-O6418,STA-C1977,23-05-2024,Tea,4,4.54,Delivered,Credit Card
STA-O6822,STA-C10071,11-03-2023,Frappuccino,3,5.58,Delivered,Mobile App
STA-O14948,STA-C5263,01-01-2024,Tea,4,3.42,Cancelled,Cash
STA-O8571,STA-C4036,29-09-2025,Merchandise,3,27.28,Delivered,Mobile App
STA-O5943,STA-C7130,08-10-2023,Cold Coffee,4,5.5,Pending,Mobile App
STA-O9677,STA-C4111,06-03-2025,Coffee Beans (Retail),1,14.38,Delivered,Cash
STA-O6766,STA-C3631,20-06-2025,Merchandise,1,23.78,Cancelled,Cash
STA-O14045,STA-C3735,01-10-2024,Tea,1,3.19,Pending,Starbucks Card
STA-O13068,STA-C7006,27-01-2024,Bakery,2,5.5,Shipped,Mobile App
STA-O12454,STA-C3473,16-10-2023,Cold Coffee,1,6.37,Unknown,Cash
STA-O5339,STA-C9329,07-10-2023,Coffee Beans (Retail),2,23.34,Shipped,Mobile App
STA-O14539,STA-C4643,05-11-2023,Coffee Beans (Retail),2,16.74,Cancelled,Mobile App
STA-O5552,STA-C7283,15-02-2023,Hot Coffee,4,6.25,Delivered,Mobile App
STA-O10130,STA-C8484,03-04-2025,Tea,3,3.61,Returned,Credit Card
STA-O13365,STA-C1764,08-05-2023,Hot Coffee,3,6.32,Returned,Cash
STA-O13067,STA-C5579,18-07-2023,Hot Coffee,2,6.03,Returned,Mobile App
STA-O6862,STA-C2366,30-05-2024,Tea,5,3.46,Returned,Mobile App
STA-O11547,STA-C6042,04-03-2025,Frappuccino,5,5.39,Returned,Cash
STA-O8036,STA-C5272,06-05-2024,Hot Coffee,4,3.81,Delivered,Starbucks Card
STA-O14969,STA-C3601,21-07-2023,Sandwiches,1,6.83,Returned,Mobile App
STA-O12028,STA-C9729,30-07-2025,Frappuccino,2,6.58,Delivered,Mobile App
STA-O6060,STA-C8340,21-03-2023,Frappuccino,1,5.93,Returned,Starbucks Card
STA-O11631,STA-C6307,20-02-2024,Hot Coffee,1,4.4,Cancelled,Starbucks Card
STA-O14932,STA-C1030,05-11-2025,Sandwiches,5,7.71,Delivered,Credit Card
STA-O12979,STA-C7657,27-05-2024,Tea,2,4.18,Cancelled,Starbucks Card
STA-O7471,STA-C5713,18-04-2025,Bakery,3,2.02,Shipped,Cash
STA-O12059,STA-C4930,21-08-2023,Hot Coffee,3,5.1,Cancelled,Mobile App
STA-O10007,STA-C5211,26-01-2023,Tea,2,5.29,Delivered,Starbucks Card
STA-O6122,STA-C2201,10-05-2024,Coffee Beans (Retail),4,18.3,Pending,Cash
STA-O5349,STA-C4690,07-06-2025,Hot Coffee,1,6.63,Delivered,Credit Card
STA-O12609,STA-C7501,12-01-2024,Hot Coffee,5,4.79,Shipped,Credit Card
STA-O11809,STA-C7570,07-11-2023,Merchandise,4,36.42,Cancelled,Cash
STA-O12364,STA-C7621,27-10-2023,Hot Coffee,3,6.63,Delivered,Mobile App
STA-O5365,STA-C5858,17-09-2023,Merchandise,3,38.58,Shipped,Cash
STA-O13260,STA-C7427,23-05-2025,Coffee Beans (Retail),2,24.95,Delivered,Credit Card
STA-O12367,STA-C1084,20-04-2024,Sandwiches,3,7.59,Delivered,Mobile App
STA-O10779,STA-C9106,09-04-2023,Merchandise,2,32.87,Delivered,Mobile App
STA-O14438,STA-C4996,19-11-2025,Tea,4,5.68,Shipped,Starbucks Card
STA-O13250,STA-C3876,27-12-2025,Coffee Beans (Retail),2,19.59,Delivered,Credit Card
STA-O14917,STA-C7230,17-10-2023,Sandwiches,1,6.19,Delivered,Starbucks Card
STA-O13985,STA-C6723,05-11-2024,Tea,4,4.36,Delivered,Starbucks Card
STA-O11155,STA-C9493,06-02-2024,Frappuccino,2,8.2,Cancelled,Starbucks Card
STA-O8984,STA-C10696,20-09-2025,Tea,3,5.89,Shipped,Mobile App
STA-O14104,STA-C10430,26-12-2024,Hot Coffee,4,4.99,Unknown,Credit Card
STA-O14016,STA-C4437,14-08-2025,Cold Coffee,4,6.41,Delivered,Starbucks Card
STA-O5789,STA-C5459,27-10-2023,Merchandise,1,12.12,Delivered,Credit Card
STA-O8444,STA-C1343,03-08-2023,Hot Coffee,1,4.18,Cancelled,Mobile App
STA-O14031,STA-C3235,01-09-2025,Tea,2,5.21,Delivered,Starbucks Card
STA-O14797,STA-C5686,29-09-2025,Merchandise,2,20.46,Delivered,Credit Card
STA-O6564,STA-C2764,01-02-2023,Frappuccino,5,7.56,Delivered,Credit Card
STA-O9114,STA-C10985,27-02-2024,Bakery,1,3.39,Delivered,Starbucks Card
STA-O8501,STA-C1053,25-07-2024,Sandwiches,4,5.59,Returned,Starbucks Card
STA-O10754,STA-C4558,03-01-2025,Sandwiches,2,5.5,Pending,Starbucks Card
STA-O14078,STA-C8565,13-02-2024,Frappuccino,5,5.69,Returned,Mobile App
STA-O6029,STA-C1777,22-03-2025,Sandwiches,4,5.36,Cancelled,Starbucks Card
STA-O14319,STA-C6010,17-01-2024,Sandwiches,2,6.46,Delivered,Mobile App
STA-O5644,STA-C10783,26-08-2025,Hot Coffee,3,4.56,Delivered,Mobile App
STA-O9867,STA-C4186,29-08-2024,Merchandise,4,23.04,Delivered,Cash
STA-O7630,STA-C6160,24-10-2023,Sandwiches,4,8.51,Shipped,Starbucks Card
STA-O10832,STA-C4479,19-02-2023,Cold Coffee,5,6.51,Cancelled,Credit Card
STA-O9351,STA-C10836,01-01-2024,Sandwiches,2,8.85,Delivered,Credit Card
STA-O7811,STA-C3107,27-03-2025,Hot Coffee,2,6.53,Pending,Mobile App
STA-O8222,STA-C4030,09-12-2023,Frappuccino,4,7.42,Returned,Mobile App
STA-O11888,STA-C4534,18-09-2023,Sandwiches,2,7.81,Delivered,Mobile App
STA-O6068,STA-C1198,06-11-2024,Sandwiches,1,7.81,Delivered,Cash
STA-O9217,STA-C7437,01-10-2023,Tea,4,3.01,Pending,Cash
STA-O11742,STA-C5709,13-05-2024,Sandwiches,2,7.53,Shipped,Mobile App
STA-O5470,STA-C7921,15-03-2023,Merchandise,1,15.05,Returned,Cash
STA-O11092,STA-C1849,11-07-2025,Coffee Beans (Retail),4,21.41,Cancelled,Starbucks Card
STA-O7246,STA-C7194,21-01-2023,Coffee Beans (Retail),3,20.93,Cancelled,Starbucks Card
STA-O7597,STA-C3800,13-07-2023,Hot Coffee,5,3.56,Delivered,Credit Card
STA-O9812,STA-C5335,24-02-2025,Coffee Beans (Retail),5,11.14,Cancelled,Starbucks Card
STA-O9188,STA-C10133,07-05-2024,Bakery,3,5.07,Delivered,Starbucks Card
STA-O10954,STA-C4520,18-07-2023,Merchandise,4,23.6,Delivered,Cash
STA-O11243,STA-C1679,17-03-2024,Cold Coffee,5,7.94,Delivered,Starbucks Card
STA-O14819,STA-C8695,18-12-2024,Sandwiches,4,8.9,Returned,Credit Card
STA-O7599,STA-C6373,30-05-2025,Cold Coffee,3,5.57,Pending,Starbucks Card
STA-O11379,STA-C9797,11-07-2023,Bakery,2,2.33,Returned,Mobile App
STA-O9740,STA-C7571,27-07-2025,Coffee Beans (Retail),5,18.36,Pending,Starbucks Card
STA-O12446,STA-C1736,05-11-2025,Sandwiches,1,8.01,Shipped,Cash
STA-O11464,STA-C5569,03-03-2023,Sandwiches,1,5.82,Returned,Credit Card
STA-O9441,STA-C3576,27-12-2024,Tea,2,3.86,Delivered,Cash
STA-O7482,STA-C3003,03-06-2025,Cold Coffee,5,6.61,Delivered,Mobile App
STA-O5568,STA-C3891,11-07-2024,Sandwiches,2,7.78,Shipped,Cash
STA-O12707,STA-C9707,26-10-2025,Hot Coffee,4,4.18,Returned,Mobile App
STA-O5385,STA-C7708,11-11-2024,Tea,5,4.64,Cancelled,Mobile App
STA-O8559,STA-C9224,15-11-2023,Tea,2,3.71,Delivered,Mobile App
STA-O8701,STA-C10203,24-04-2023,Tea,1,3.84,Delivered,Mobile App
STA-O8331,STA-C6140,04-10-2023,Cold Coffee,3,6.65,Delivered,Credit Card
STA-O9713,STA-C9673,15-11-2024,Hot Coffee,5,3.61,Pending,Starbucks Card
STA-O10749,STA-C10895,10-01-2023,Hot Coffee,1,4.16,Cancelled,Cash
STA-O5811,STA-C9702,14-11-2024,Cold Coffee,3,7.78,Delivered,Credit Card
STA-O7390,STA-C1205,24-02-2024,Sandwiches,3,5.37,Cancelled,Cash
STA-O6978,STA-C9569,01-07-2025,Coffee Beans (Retail),1,11.42,Pending,Mobile App
STA-O12856,STA-C2874,23-04-2023,Merchandise,1,25.58,Delivered,Credit Card
STA-O8974,STA-C5069,21-01-2025,Hot Coffee,1,4.1,Cancelled,Starbucks Card
STA-O14569,STA-C8930,16-09-2024,Bakery,2,4.88,Shipped,Credit Card
STA-O14831,STA-C10700,13-06-2024,Tea,4,3.6,Returned,Cash
STA-O11106,STA-C7148,08-01-2025,Tea,2,4.99,Delivered,Mobile App
STA-O5899,STA-C6407,14-01-2024,Coffee Beans (Retail),2,20.73,Delivered,Mobile App
STA-O10961,STA-C1328,12-06-2023,Sandwiches,4,8.94,Delivered,Starbucks Card
STA-O6385,STA-C5886,15-10-2025,Frappuccino,5,5.15,Delivered,Starbucks Card
STA-O14642,STA-C4086,03-09-2024,Sandwiches,3,6.13,Shipped,Cash
STA-O9247,STA-C8856,12-03-2024,Cold Coffee,5,5.13,Shipped,Mobile App
STA-O5589,STA-C7792,15-04-2024,Hot Coffee,1,5.29,Shipped,Mobile App
STA-O12480,STA-C1519,10-01-2025,Tea,3,5.84,Delivered,Mobile App
STA-O9436,STA-C9443,08-12-2024,Hot Coffee,5,4.02,Shipped,Mobile App
STA-O6160,STA-C5116,15-08-2025,Sandwiches,5,5.07,Delivered,Mobile App
STA-O7963,STA-C10818,20-02-2025,Bakery,4,3.34,Delivered,Starbucks Card
STA-O9255,STA-C7179,30-01-2025,Sandwiches,5,6.08,Unknown,Starbucks Card
STA-O13672,STA-C9968,02-03-2023,Merchandise,2,9.44,Cancelled,Starbucks Card
STA-O7495,STA-C8828,31-07-2023,Sandwiches,5,6.17,Pending,Mobile App
STA-O11580,STA-C7876,15-07-2025,Cold Coffee,2,5.09,Returned,Mobile App
STA-O9986,STA-C6483,29-03-2025,Cold Coffee,3,4.87,Returned,Mobile App
STA-O6190,STA-C5289,25-06-2023,Coffee Beans (Retail),4,22.99,Delivered,Mobile App
STA-O11435,STA-C6770,01-02-2025,Cold Coffee,1,5.31,Shipped,Starbucks Card
STA-O6501,STA-C3601,03-05-2024,Cold Coffee,2,7.78,Shipped,Cash
STA-O10115,STA-C1406,16-01-2025,Frappuccino,3,6.8,Delivered,Cash
STA-O11447,STA-C8784,06-08-2025,Cold Coffee,5,7.63,Cancelled,Credit Card
STA-O5329,STA-C9013,05-03-2024,Sandwiches,5,8.2,Delivered,Credit Card
STA-O6527,STA-C1303,03-07-2023,Frappuccino,3,6.6,Shipped,Credit Card
STA-O7882,STA-C7690,08-08-2025,Hot Coffee,1,4.42,Pending,Credit Card
STA-O9184,STA-C10618,14-05-2025,Tea,5,5.25,Delivered,Starbucks Card
STA-O5932,STA-C4667,01-11-2023,Coffee Beans (Retail),4,14.63,Returned,Starbucks Card
STA-O13065,STA-C9219,17-03-2023,Frappuccino,1,5.69,Delivered,Credit Card
STA-O10272,STA-C9145,09-01-2024,Coffee Beans (Retail),5,14,Returned,Mobile App
STA-O10642,STA-C8394,15-05-2023,Merchandise,4,37.47,Delivered,Mobile App
STA-O12017,STA-C5161,10-02-2024,Merchandise,3,21.86,Pending,Starbucks Card
STA-O12922,STA-C9593,22-04-2024,Hot Coffee,1,3.31,Shipped,Mobile App
STA-O10139,STA-C8017,21-07-2024,Frappuccino,1,8.38,Delivered,Cash
STA-O9253,STA-C7320,26-01-2023,Coffee Beans (Retail),1,16.66,Delivered,Credit Card
STA-O9341,STA-C5639,11-08-2025,Cold Coffee,3,5.22,Delivered,Mobile App
STA-O11320,STA-C3092,18-12-2025,Sandwiches,3,5.76,Cancelled,Cash
STA-O8872,STA-C10185,27-06-2024,Merchandise,4,30.78,Returned,Starbucks Card
STA-O11240,STA-C10362,16-05-2023,Merchandise,2,14.02,Delivered,Mobile App
STA-O10742,STA-C2391,15-10-2025,Coffee Beans (Retail),1,16.65,Returned,Starbucks Card
STA-O9660,STA-C8028,17-01-2023,Bakery,4,2.49,Pending,Cash
STA-O10011,STA-C7495,22-06-2025,Cold Coffee,2,5.31,Returned,Starbucks Card
STA-O10080,STA-C10131,07-11-2024,Sandwiches,3,5.75,Delivered,Starbucks Card
STA-O14216,STA-C8574,30-07-2023,Tea,1,3.15,Returned,Cash
STA-O10352,STA-C7179,27-04-2025,Coffee Beans (Retail),2,11.07,Cancelled,Starbucks Card
STA-O8340,STA-C2257,12-03-2024,Frappuccino,2,6.59,Returned,Mobile App
STA-O11225,STA-C9109,06-01-2024,Sandwiches,2,5.31,Shipped,Mobile App
STA-O9968,STA-C9825,22-02-2023,Merchandise,2,10.49,Delivered,Mobile App
STA-O8871,STA-C10982,09-03-2025,Merchandise,5,15.28,Pending,Credit Card
STA-O9049,STA-C6763,05-02-2025,Cold Coffee,4,7.98,Delivered,Credit Card
STA-O8987,STA-C10879,03-07-2024,Tea,4,5.89,Cancelled,Cash
STA-O12092,STA-C1256,28-11-2025,Coffee Beans (Retail),5,24.39,Returned,Mobile App
STA-O7939,STA-C3531,21-05-2023,Sandwiches,3,5.8,Shipped,Mobile App
STA-O12091,STA-C7498,08-04-2025,Sandwiches,2,6.19,Delivered,Starbucks Card
STA-O11021,STA-C3683,28-05-2023,Hot Coffee,1,3.49,Pending,Starbucks Card
STA-O5414,STA-C8152,08-10-2024,Tea,5,4.16,Delivered,Mobile App
STA-O14459,STA-C3819,23-12-2025,Cold Coffee,1,4.32,Delivered,Starbucks Card
STA-O8430,STA-C10586,19-06-2023,Sandwiches,4,8.68,Returned,Cash
STA-O8477,STA-C8548,18-10-2025,Cold Coffee,2,5.27,Returned,Mobile App
STA-O14001,STA-C7317,08-09-2024,Coffee Beans (Retail),1,13.85,Shipped,Mobile App
STA-O13301,STA-C8305,10-05-2023,Cold Coffee,2,6.47,Delivered,Cash
STA-O5507,STA-C6160,05-09-2025,Coffee Beans (Retail),5,22.09,Delivered,Mobile App
STA-O14589,STA-C1314,04-07-2025,Merchandise,5,11.07,Returned,Starbucks Card
STA-O5114,STA-C10822,26-11-2024,Coffee Beans (Retail),3,15.19,Cancelled,Starbucks Card
STA-O7280,STA-C2789,06-06-2023,Cold Coffee,2,5.58,Shipped,Cash
STA-O8361,STA-C9683,10-07-2025,Sandwiches,1,5.74,Delivered,Mobile App
STA-O13885,STA-C10105,27-01-2024,Sandwiches,1,8.27,Shipped,Cash
STA-O9546,STA-C2519,17-10-2025,Merchandise,4,13.04,Returned,Mobile App
STA-O6431,STA-C10803,28-11-2023,Cold Coffee,5,7.79,Delivered,Credit Card
STA-O8944,STA-C2130,26-10-2025,Tea,3,3.44,Delivered,Credit Card
STA-O5433,STA-C6804,26-12-2025,Hot Coffee,4,3.67,Delivered,Credit Card
STA-O11099,STA-C3900,23-12-2024,Tea,5,5.77,Delivered,Credit Card
STA-O5286,STA-C3251,31-01-2023,Frappuccino,4,6.54,Shipped,Starbucks Card
STA-O9388,STA-C4650,18-09-2024,Tea,5,3.42,Delivered,Starbucks Card
STA-O6338,STA-C8224,05-07-2024,Merchandise,1,23.9,Shipped,Cash
STA-O7855,STA-C5058,24-09-2025,Cold Coffee,5,7.96,Delivered,Mobile App
STA-O11072,STA-C8436,05-04-2023,Coffee Beans (Retail),4,14.84,Shipped,Starbucks Card
STA-O14640,STA-C2875,02-04-2024,Coffee Beans (Retail),2,17.26,Shipped,Credit Card
STA-O10833,STA-C8616,02-05-2024,Hot Coffee,2,4.4,Pending,Credit Card
STA-O11351,STA-C2176,25-07-2025,Bakery,2,4.19,Delivered,Mobile App
STA-O6727,STA-C1215,14-09-2023,Hot Coffee,5,3.09,Delivered,Mobile App
STA-O7918,STA-C5451,21-05-2024,Coffee Beans (Retail),3,19.3,Delivered,Cash
STA-O6983,STA-C2503,30-09-2025,Coffee Beans (Retail),1,24.36,Cancelled,Credit Card
STA-O8275,STA-C4468,17-09-2023,Merchandise,3,15.85,Cancelled,Mobile App
STA-O14888,STA-C6231,02-01-2024,Bakery,3,3.71,Pending,Mobile App
STA-O10217,STA-C7004,29-04-2023,Coffee Beans (Retail),4,17.73,Delivered,Starbucks Card
STA-O9613,STA-C6637,13-08-2025,Sandwiches,2,5.22,Delivered,Starbucks Card
STA-O13258,STA-C6274,13-10-2025,Frappuccino,5,7.1,Returned,Mobile App
STA-O11999,STA-C5542,13-10-2023,Sandwiches,2,7.8,Returned,Cash
STA-O8082,STA-C3098,08-05-2025,Sandwiches,4,7.93,Returned,Cash
STA-O13725,STA-C6901,06-06-2024,Coffee Beans (Retail),5,21.79,Cancelled,Cash
STA-O13158,STA-C4049,23-06-2024,Cold Coffee,4,4.5,Shipped,Starbucks Card
STA-O9343,STA-C1524,16-12-2023,Tea,1,3.73,Returned,Cash
STA-O14531,STA-C9763,31-03-2025,Merchandise,2,18.41,Delivered,Mobile App
STA-O14664,STA-C2621,28-11-2025,Frappuccino,3,6.14,Returned,Cash
STA-O7608,STA-C5586,02-03-2023,Sandwiches,2,5.56,Delivered,Mobile App
STA-O12508,STA-C3297,23-07-2023,Bakery,1,4,Pending,Mobile App
STA-O13092,STA-C9079,19-03-2024,Merchandise,4,25.05,Shipped,Cash
STA-O8212,STA-C7601,05-11-2024,Frappuccino,5,5.65,Cancelled,Mobile App
STA-O7046,STA-C9562,03-06-2024,Hot Coffee,5,4.81,Delivered,Cash
STA-O14212,STA-C7163,09-05-2024,Sandwiches,3,8.07,Pending,Starbucks Card
STA-O7407,STA-C6497,10-10-2024,Tea,5,5.5,Pending,Starbucks Card
STA-O14610,STA-C10950,24-03-2023,Merchandise,3,38.85,Delivered,Starbucks Card
STA-O9457,STA-C9994,16-03-2024,Hot Coffee,5,3.77,Shipped,Starbucks Card
STA-O9079,STA-C6925,01-06-2024,Hot Coffee,5,3.94,Cancelled,Credit Card
